## Term ##
diffuser/emulsifi 439339 3.35102285258
-size 439363 3.35102285258
thermoplast 439391 2.5728716022
c.sub.pc 439550 3.35102285258
pivot 439576 2.20489481691
counterion 439948 3.35102285258
glean 439974 3.35102285258
rsid 440006 3.04999285692
polysorb 440070 3.35102285258
garment 440096 3.04999285692
bottl 440157 3.35102285258
cultiv 440182 2.65205284825
bundl 440307 2.39678034314
non-rectangular 440537 3.35102285258
amplifi 440569 2.74896286126
solids-contain 440677 3.35102285258
/s.ltoreq.0.3 440702 3.35102285258
baffl 440728 1.90386482124
visual-bas 441447 3.35102285258
with 441473 0.261470969698
gas-phas 473654 3.04999285692
pull 473705 2.39678034314
wafer 473936 2.17493159353
carbon-contain 474337 3.35102285258
markedli 474362 3.04999285692
manually-low 474413 3.35102285258
pulp 474438 2.39678034314
eigenvector 474667 3.35102285258
aa 474695 3.35102285258
ac 474719 2.44793286559
ad 474953 1.17204590529
creat 478819 1.38253990403
certain 481273 1.75995824556
magnesian 482307 3.35102285258
al 482333 2.65205284825
ao 482466 2.87390159786
an 482555 0.175511039221
ap 521797 3.35102285258
as 521822 0.441466823343
at 543143 0.452846369086
computer-assist 563872 2.87390159786
collid 563958 3.35102285258
collector 563984 2.44793286559
collim 564201 3.35102285258
tight 564229 2.87390159786
collis 564311 2.74896286126
phenol 564427 2.65205284825
spatial 564553 2.35102285258
cells/construct 564818 3.35102285258
sms-base 564843 3.35102285258
granul 564873 2.12057393121
bioga 565306 1.91965908843
a1 565985 3.35102285258
a3 566015 3.35102285258
a2 566045 3.35102285258
vocabulari 566075 3.35102285258
prokaryot 566101 2.87390159786
explant 566178 3.04999285692
persulf 566234 2.87390159786
mask 566309 3.35102285258
deminer 566334 2.87390159786
kilogram 566410 3.35102285258
mash 566436 3.04999285692
groov 566486 2.12057393121
mimic 566937 3.35102285258
mass 566962 1.7075701761
token 568092 3.04999285692
cpu 568148 3.04999285692
polystyrenesulfon 568204 3.35102285258
monoaklyl 568229 3.35102285258
consider 568254 2.5728716022
elements. 568410 3.35102285258
illustr 568441 2.65205284825
improperli 568566 3.35102285258
feedthrough 568592 3.35102285258
reson 568623 2.74896286126
merchandis 568732 3.35102285258
non-differenti 568764 3.35102285258
semiconductor 568795 2.20489481691
pliabl 569164 2.87390159786
ts 569248 3.35102285258
10.sup.10 569273 3.35102285258
multicu 569299 3.35102285258
to 569327 0.0645663828371
tail 619694 2.74896286126
metal-charg 619795 3.35102285258
tc 619821 3.35102285258
introduc 619846 1.19266036049
ra 623590 3.35102285258
diari 623620 3.35102285258
refractori 623648 3.04999285692
sanitaz 623699 3.35102285258
candid 623725 2.07226925163
floater 624241 3.35102285258
soften 624267 2.44793286559
orthonorm 624470 3.35102285258
strand 624496 3.35102285258
tank/oxygen 624522 3.35102285258
sub-fract 624548 3.35102285258
destabil 624574 3.35102285258
sand 624600 2.04999285692
adjust 625109 1.66978161521
thermal-fus 626346 3.35102285258
small 626371 1.52494804988
mammal 628160 2.87390159786
largo 628235 3.35102285258
formaldehyde-contain 628266 3.35102285258
enterpris 628291 3.35102285258
zeolit 628317 2.27184160654
broader 628624 3.35102285258
194 628649 3.04999285692
/record 628700 3.35102285258
throughpassag 628731 3.35102285258
192 628758 3.04999285692
past 628810 2.50592481257
dispersion-dam 628992 3.35102285258
gas-dynam 629018 3.35102285258
pass 629044 1.23044892138
a/dm.sup.2 632503 3.35102285258
re-train 632529 3.35102285258
system-under-test 632560 3.04999285692
deleg 632612 3.35102285258
clock 632642 3.04999285692
section 632703 1.45892824989
saltwater-bas 634771 3.35102285258
microchip 634796 3.35102285258
method 634828 0.250997122476
contrast 667463 2.5728716022
full 667629 2.39678034314
photo-chem 667891 3.35102285258
unmodifi 667917 3.35102285258
aquaporin 667942 3.35102285258
content-bas 667967 2.74896286126
inher 668080 3.04999285692
centigrad 668131 3.35102285258
biolay 668157 3.35102285258
sdma 668181 3.35102285258
prion 668207 3.35102285258
effus 668231 3.35102285258
prior 668255 1.75995824556
therapeut 669272 3.35102285258
pick 669297 2.87390159786
action 669373 1.77123925597
welder 670389 3.35102285258
240 670413 3.35102285258
vic 670438 3.35102285258
diamet 670464 1.75995824556
via 671485 1.40163284594
depart 673866 2.65205284825
vii 673995 3.04999285692
vir 674047 3.35102285258
desulphur 674072 3.35102285258
gratuit 674103 3.35102285258
entrap 674128 2.44793286559
select 674329 1.07456104841
bio-affin 679264 3.35102285258
non-shed 679290 3.35102285258
petroleum 679316 2.27184160654
catabol 679622 3.35102285258
6 679648 1.66082677256
more 680959 0.894656819455
videoconferenc 688587 3.35102285258
door 688619 2.44793286559
tester 688828 2.87390159786
hundr 688913 3.04999285692
cach 688965 3.35102285258
endpoint 688995 3.35102285258
c1-8 689020 3.35102285258
terpolym 689051 3.04999285692
learn 689103 2.14690286993
male 689549 3.04999285692
flow-rate/low 689605 3.35102285258
prompt 689630 3.35102285258
scan 689656 2.17493159353
water.acid 690064 3.35102285258
registr 690089 2.12057393121
accept 690565 2.30963016743
tabular 690852 3.35102285258
gallon 690875 2.65205284825
dress 691001 3.35102285258
cryogen 691027 2.87390159786
no.sub.2 691101 3.35102285258
cryogel 691126 3.35102285258
interconnect 691151 2.04999285692
isocrat 691694 3.04999285692
partition-wal 691746 3.35102285258
voltag 691772 1.73823899586
simpl 692913 2.09575034748
plant 693406 1.27547589119
referenc 696400 3.04999285692
variant 696456 3.04999285692
plane 696507 2.20489481691
r. 696897 3.35102285258
polyaminoamid 696922 3.35102285258
mous 696948 3.04999285692
circumst 696999 2.74896286126
crystallin 697109 2.87390159786
non-solubl 697184 3.04999285692
260-500.degre 697234 3.35102285258
imageri 697260 2.65205284825
acid-gener 697397 3.35102285258
crystallit 697423 3.04999285692
n-butanol 697473 3.35102285258
saccharid 697499 3.04999285692
slidebl 697548 3.35102285258
1306 697574 3.35102285258
constitu 697600 2.04999285692
n-alkoxymethyl 698105 3.35102285258
pant 698130 3.35102285258
bowl 698162 3.35102285258
absorber-mix 698187 3.35102285258
paper 698212 2.09575034748
anti-cak 698692 3.35102285258
serpentin 698718 3.35102285258
polyvinylamin 698743 3.35102285258
pyrolyz 698768 3.04999285692
wireless-commun 698818 3.35102285258
rapidli 698849 1.98929501657
bypass 699461 2.09575034748
input/data 699930 3.35102285258
steady-st 699961 3.35102285258
biomed 699984 3.35102285258
geotherm 700010 3.04999285692
business-us 700059 3.35102285258
gravimetr 700089 3.35102285258
authent 700114 2.65205284825
achiev 700261 1.41652440134
reactiv 702521 2.35102285258
soapstock 702781 3.35102285258
mof-mmm 702806 3.35102285258
genom 702831 3.35102285258
found 702857 1.90386482124
cable-bas 703628 3.35102285258
fowleri 703654 3.35102285258
roll-ov 703679 2.87390159786
procedur 703773 2.14690286993
filtrand 704205 3.35102285258
r.sup.1 704230 2.87390159786
r.sup.3 704307 3.04999285692
r.sup.2 704358 3.04999285692
reduct 704409 1.56569301757
polyacrylamid 705971 3.35102285258
ditch 705997 2.74896286126
adapter/batteri 706095 3.35102285258
disinfectant/disinfect 706127 3.35102285258
research 706153 3.35102285258
bubbl 706184 1.11549440568
silki 710843 3.35102285258
device-consum 710869 3.35102285258
talaromyc 710899 3.35102285258
occurr 710924 2.74896286126
qualifi 711033 3.35102285258
confidenti 711065 3.35102285258
proxi 711090 3.35102285258
risen 711116 3.04999285692
superoxygen 711177 3.35102285258
dissoci 711202 3.35102285258
pacul 711227 3.35102285258
believ 711253 2.87390159786
riser 711330 2.5728716022
nm.times.500 711483 3.35102285258
w 711508 2.5728716022
bumper 711663 3.35102285258
hair-dy 711694 3.35102285258
resuscit 711724 3.35102285258
oxidation-resist 711749 3.35102285258
adduct 711775 2.74896286126
major 711886 2.14690286993
post-treat 712307 2.39678034314
number 712537 1.51217376185
feeder 714372 2.39678034314
re-charg 714608 3.35102285258
differ 714640 1.33818562788
jet 717391 2.00860017176
aldolas 717986 3.35102285258
checkpoint 718012 3.35102285258
molecular 718037 1.93604950461
dfa 718692 3.35102285258
relationship 718717 1.91965908843
organohalogen 719434 3.35102285258
hydrocolloid 719459 3.35102285258
dwell 719484 3.04999285692
acid-tr 719535 3.35102285258
aaa 719560 3.35102285258
photosynthesi 719584 3.04999285692
ammonium-contain 719634 3.04999285692
perfum 719685 3.35102285258
seamlessli 719711 3.04999285692
vocal 719768 3.04999285692
reus 719825 1.87390159786
perfus 720589 3.04999285692
arrang 720642 1.29032501223
desalin 723709 1.97081161087
comput 724306 1.29411800125
micro-fin 727441 3.04999285692
flexograph 727491 3.04999285692
uacut 727547 3.35102285258
beforehand 727578 3.35102285258
defect 727603 2.65205284825
packag 727729 2.07226925163
68,70 728249 3.35102285258
tanks.accord 728280 3.35102285258
sell 728306 3.35102285258
metabol 728337 2.35102285258
equival 728594 2.65205284825
ancillari 728722 3.35102285258
self 728750 2.44793286559
biosolids-bas 728971 3.35102285258
quasi-continu 728996 3.35102285258
also 729021 0.773531052747
convergent/diverg 738910 3.04999285692
dehydr 738966 2.20489481691
selv 739320 3.35102285258
bobbin 739351 3.04999285692
atom-contain 739405 3.04999285692
pipelin 739463 2.65205284825
osmot 739590 2.50592481257
virus 739765 1.98929501657
plan 740346 3.35102285258
swiftli 740377 3.35102285258
quaternari 740403 2.65205284825
oyster 740531 2.87390159786
microgota 740607 3.35102285258
barrer 740638 3.35102285258
thermo-catalyt 740664 3.35102285258
video/pictures/audio 740690 3.35102285258
cover 740720 1.48769999246
7,8,9 742689 3.35102285258
abnorm 742714 3.04999285692
barrel 742770 2.74896286126
reheat 742883 3.04999285692
423k 742938 3.35102285258
gold 742963 3.04999285692
affix 743018 2.5728716022
hydronium 743182 3.35102285258
session 743208 3.04999285692
freight 743271 3.35102285258
sulphur 743295 2.5728716022
abund 743448 3.04999285692
impact 743499 2.35102285258
pro-usag 743770 3.35102285258
structuris 743795 3.35102285258
solut 743826 1.04352681467
methan-oxid 748985 3.04999285692
factor 749035 2.27184160654
water-tr 749376 3.35102285258
remedi 749401 1.84587287426
mainten 750214 2.39678034314
allergen 750449 3.35102285258
de-sulf 750475 3.35102285258
3a 750500 3.35102285258
catalyt 750525 2.30963016743
process-affect 750801 3.35102285258
synthet 750826 2.04999285692
synthes 751344 2.44793286559
acut 751552 2.87390159786
aryl 751634 3.04999285692
river 751685 2.87390159786
respir 751762 3.04999285692
700.degre 751814 3.35102285258
set 751840 1.35102285258
outwardli 754550 2.50592481257
310 754742 3.04999285692
startup 754794 3.04999285692
hypobrom 754850 3.35102285258
1,1,1-tri 754876 3.35102285258
non-linear 754901 3.35102285258
sea 754927 2.07226925163
sem 755408 3.35102285258
hand-port 755434 3.35102285258
outward 755460 2.30963016743
analog 755754 2.50592481257
eman 755936 3.04999285692
project 755988 1.90386482124
# 756746 2.65205284825
leg 756870 3.04999285692
polysilazan 756927 3.04999285692
pickup 756977 3.04999285692
acidif 757033 3.04999285692
thrive 757083 3.35102285258
signatur 757108 2.65205284825
non-stem 757248 3.35102285258
self-sustain 757273 3.35102285258
interfaci 757299 2.74896286126
31a 757405 3.35102285258
x.sup.2 757428 3.35102285258
bodi 757454 1.22391805422
last 760968 2.74896286126
hyperlink 761069 3.04999285692
retent 761126 1.98929501657
micro-manipul 761721 3.35102285258
soil-wat 761746 3.35102285258
scamp 761772 3.35102285258
long-term 761798 2.87390159786
whole 761882 2.04999285692
pda 762400 2.74896286126
load 762507 1.5448428786
work-up 764207 3.35102285258
schedul 764231 3.35102285258
hollow 764257 1.74896286126
safer 765268 3.35102285258
belt 765293 2.65205284825
vertic 765431 1.73823899586
conveyor 766477 2.5728716022
devic 766648 0.660826772556
imbed 779799 3.35102285258
desalinis 779824 3.35102285258
nanoparticl 779849 2.87390159786
devit 779925 3.35102285258
oxidoreductas 779950 3.35102285258
three-compart 779974 3.35102285258
anoxic/anaerob 779998 3.35102285258
fire 780023 2.50592481257
infect 780199 3.35102285258
39 780225 2.74896286126
fund 780338 3.35102285258
bioparticl 780364 3.35102285258
educ 780388 3.35102285258
polyfluorin 780419 3.35102285258
l-lysin 780445 3.35102285258
treatment/retriev 780471 3.35102285258
inclement 780495 3.35102285258
microbubble-contain 780520 2.87390159786
long-term-const 780610 3.35102285258
straight 780635 3.35102285258
erron 780661 2.87390159786
algicid 780744 3.35102285258
plate-lik 780769 3.35102285258
durat 780794 2.44793286559
aquochlororhod 780996 3.35102285258
error 781021 2.39678034314
impound 781279 3.04999285692
earli 781331 2.74896286126
pound 781436 2.87390159786
mg/l 781512 2.44793286559
voc 781714 2.74896286126
vol 781815 3.35102285258
37 781840 2.87390159786
captiv 781920 3.35102285258
chase 781946 3.35102285258
decor 781978 2.87390159786
on-target 782060 3.35102285258
shorter 782086 3.04999285692
decod 782137 2.74896286126
context-sensit 782252 3.04999285692
non-biolog 782309 3.35102285258
anatom 782335 3.04999285692
two-phas 782394 2.74896286126
oleophob 782500 3.35102285258
temperature-regul 782525 3.35102285258
aeration-less 782555 3.04999285692
alert 782605 2.87390159786
fluorine-contain 782691 3.35102285258
t-coupl 782716 3.35102285258
stack 782740 2.27184160654
focal 783061 3.35102285258
recent 783087 3.35102285258
service-rel 783113 3.35102285258
u-trap 783144 3.35102285258
203a 783169 3.35102285258
subflow 783200 3.35102285258
pickl 783226 3.04999285692
person 783287 1.72777356219
expens 784476 2.74896286126
elev 784585 2.07226925163
deplet 785070 2.35102285258
semi-solid 785333 3.04999285692
micro/nano 785385 3.35102285258
sequest 785411 2.5728716022
microparticl 785561 3.35102285258
amp 785586 3.04999285692
approximate-spac 785642 3.04999285692
trecvid 785700 3.35102285258
0.57 785725 3.35102285258
homeland 785749 3.04999285692
input 785801 1.35538765799
emot 788515 3.35102285258
transpar 788546 2.44793286559
zero-efflu 788767 3.35102285258
intuit 788797 3.35102285258
d 788829 1.87390159786
oxyanion 789618 2.87390159786
silicone-tackifi 789693 3.35102285258
recalcitr 789717 3.35102285258
phyto-excret 789743 3.35102285258
stormwat 789769 2.39678034314
micro-powd 789994 3.35102285258
1321 790019 3.35102285258
1326 790045 3.35102285258
1324 790071 3.35102285258
spring 790097 2.5728716022
monopersulf 790256 3.04999285692
oval 790306 3.35102285258
sampl 790331 1.72777356219
sight 791393 3.35102285258
used-up 791418 3.04999285692
and/or 791477 1.00466987813
lamin 797242 2.65205284825
pharmaceut 797390 2.23707950028
recognit 797725 1.74896286126
nano-fib 798844 3.35102285258
recognis 798870 3.35102285258
.delta.v 798900 3.35102285258
.delta.t 798930 3.35102285258
recogniz 798960 3.35102285258
machin 798986 1.53810949594
be 800789 0.370564960308
unimped 825851 3.35102285258
odor 825876 2.14690286993
ch.sub.2co.sub.2z 826283 3.35102285258
bt 826309 3.35102285258
bu 826334 2.87390159786
br 826425 3.04999285692
tidal 826476 3.04999285692
by 826526 0.339452408987
de-film 853377 3.35102285258
materi 853402 0.833826954634
l-arylglycin 861815 3.35102285258
r.sup.20 861841 3.35102285258
r.sup.21 861866 3.35102285258
pre-process 861891 3.35102285258
revolut 861922 3.35102285258
.delta.9 861948 3.35102285258
500-600 861973 3.35102285258
anterior 861999 3.04999285692
repair 862050 2.74896286126
12,000 862154 3.35102285258
biofertil 862180 3.35102285258
primarili 862205 2.35102285258
irrit 862456 2.74896286126
region/volum 862560 3.35102285258
into 862591 0.562147736809
denitrit 878598 3.35102285258
seamless 878623 3.04999285692
integrat 878673 3.35102285258
volcan 878698 3.35102285258
durabl 878724 2.65205284825
occupi 878851 3.04999285692
oligonucleotid 878903 3.04999285692
span 878955 3.35102285258
verbal 878981 3.35102285258
spam 879007 3.35102285258
submit 879038 2.74896286126
custom 879151 2.27184160654
biop 879469 3.35102285258
bayer 879492 3.04999285692
ohm-cm.sup.2 879542 3.35102285258
suit 879574 2.12057393121
litho 880041 3.35102285258
: 880072 1.03715563221
spat 885546 3.35102285258
poster 885571 3.35102285258
atop 885602 3.35102285258
decomposit 885628 2.00860017176
link 886187 1.98929501657
receiving/condit 886808 3.35102285258
atom 886833 1.72777356219
dyestuff 887961 3.04999285692
line 888011 1.53147891704
mitig 889774 2.74896286126
re-flood 889875 3.35102285258
spectroscopi 889900 3.04999285692
uv 889950 2.00860017176
up 890499 1.58759485902
ur 892040 3.35102285258
um 892065 3.35102285258
ul 892090 3.35102285258
un 892121 3.35102285258
ui 892152 3.35102285258
uf 892181 3.35102285258
ub 892206 3.35102285258
inkjet 892237 3.35102285258
cold-cathod 892268 3.35102285258
start-up 892294 2.87390159786
char 892370 3.35102285258
dehumidifi 892396 3.04999285692
diverso 892449 3.35102285258
uranium 892480 3.35102285258
furnac 892505 2.87390159786
retract 892581 2.44793286559
photoresist 892812 3.35102285258
potion 892837 3.35102285258
scrub 892862 2.23707950028
